slot-proof	0	first	22.192124	8.116	0
slot-proof	1	warm	19.612773	8.123	0
slot-proof	2	warm	19.091251	8.162	0
slot-proof	3	warm	20.099950	8.363	0
group-proof	0	first	23.144546	8.048	0
group-proof	1	warm	20.534782	7.984	0
group-proof	2	warm	20.110058	7.980	0
group-proof	3	warm	21.644628	8.029	0
