default	25.776475	12.455	31684	0	30.135334 GB (28.413327 GB unified + 1.722007 GB const pols)
minmem	25.431099	12.549	31684	0	30.135334 GB (28.413327 GB unified + 1.722007 GB const pols)
minmem_x	74.785120	NA	31670	137	30.135334 GB (28.413327 GB unified + 1.722007 GB const pols)
pair_a	45.878507	NA	30829	0	NA
pair_b	45.882917	NA	30829	1	NA
