512	0	1769057	191762010	293601280	485363290
4096	0	5910479	595312633	293601280	888913913
16384	0	20110664	1982290621	293601280	2275891901
65536	0	76911936	7539064642	293601280	7832665922
125000	0	145632319	14267663844	293601280	14561265124
308000	0	357111686	35009796558	293601280	35303397838
