group-proof	0	13.251421	452	0
group-proof	1	12.474398	157	0
group-proof	2	11.835284	151	0
slot-proof	0	11.661711	152	0
slot-proof	1	13.609867	170	0
slot-proof	2	12.664221	153	0
wrap-stream-final	0	11.414058	0
wrap-stream-final	1	11.191024	0
wrap-stream-final	2	11.092891	0
