m0n0	1	16.417503	4.845	0
m0n0	2	16.184510	4.815	0
m0n0	3	16.275103	4.869	0
m0n1	1	16.165687	4.887	0
m0n1	2	15.913289	4.871	0
m0n1	3	16.275440	4.893	0
m0n1000	1	16.381207	4.773	0
m0n1000	2	15.793525	4.618	0
m0n1000	3	16.549967	4.814	0
m0n100000	1	16.473500	4.788	0
m0n100000	2	16.801663	4.955	0
m0n100000	3	16.534098	4.964	0
m1n1	1	16.561806	5.037	0
m1n1	2	17.032788	4.977	0
m1n1	3	17.692591	5.240	0
m1n100	1	17.781576	5.276	0
m1n100	2	17.431638	4.915	0
m1n100	3	17.863360	4.970	0
