aggregation	0	first	26.611812	0
aggregation	1	warm	20.357308	0
aggregation	2	warm	20.898760	0
aggregation	3	warm	19.997708	0
stream-final	0	first	31.025234	0
stream-final	1	warm	21.663723	0
stream-final	2	warm	22.125879	0
stream-final	3	warm	22.074765	0
