m0n0	0	0	496	40371	293601280	293641651
m0n1	0	1	506	41067	293601280	293642347
m0n1000	0	1000	8498	860394	293601280	294461674
m0n100000	0	100000	800498	83598976	293601280	377200256
m1n1	1	1	518	44200	293601280	293645480
m1n100	1	100	1607	293779	293601280	293895059
