0	32109	24.150125	12.304	0	30.609253 GB	30.135334 GB (28.413327 GB unified + 1.722007 GB const pols)
4	27506	24.172955	12.830	0	26.117737 GB	25.341836 GB (23.619829 GB unified + 1.722007 GB const pols)
8	23410	25.890727	14.499	0	22.117737 GB	20.755298 GB (19.033290 GB unified + 1.722007 GB const pols)
16	15218	31.309452	19.780	0	14.117737 GB	12.904107 GB (11.182100 GB unified + 1.722007 GB const pols)
20	11122	5.926311	NA	1	10.117737 GB	NA
