m0n0	0	0	496	82618	287309824	287392442
m0n1	0	1	504	83234	287309824	287393058
m0n1000	0	1000	5499	567064	287309824	287876888
m0n100000	0	100000	500499	49421184	287309824	336731008
m1n1	1	1	511	90525	287309824	287400349
m1n100	1	100	1501	771744	287309824	288081568
