slot-proof	1	warm	11.264289220	0
slot-proof	2	warm	9.737998360	0
slot-proof	3	warm	9.698573389	0
group-proof	1	warm	10.807497846	0
group-proof	2	warm	9.534863602	0
group-proof	3	warm	9.682017770	0
committee-proof	1	warm	10.168320858	0
committee-proof	2	warm	9.086043469	0
committee-proof	3	warm	9.083341019	0
